Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsUntilRenderComplete,MsUntilDisplayed
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,11.914302,25.560,26.679,1.711,27.985,29.038
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,11.940191,25.888,26.704,2.017,27.230,29.854
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,11.965300,25.109,26.608,2.046,29.714,31.353
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,11.992678,27.378,26.704,2.266,27.561,30.678
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.017877,25.199,23.282,2.282,28.315,28.761
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.043974,26.097,30.052,2.154,29.423,32.716
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.071193,27.218,26.651,2.139,29.839,32.149
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.098733,27.540,26.660,2.226,30.658,31.269
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.127029,28.297,30.012,2.230,30.542,32.985
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.155393,28.364,26.623,2.113,29.839,31.244
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.182923,27.530,26.664,2.225,29.947,30.378
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.210998,28.075,30.033,1.893,29.493,32.336
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.238168,27.170,26.637,2.233,31.564,31.803
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.267622,29.454,30.047,2.036,30.164,32.396
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.295554,27.932,26.665,2.163,28.290,31.129
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.321708,26.154,26.678,2.061,28.333,31.654
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.347946,26.238,26.666,2.024,29.038,32.082
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.374789,26.843,23.271,2.126,28.376,28.511
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.401087,26.297,30.046,1.981,29.207,32.260
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.428587,27.500,26.612,1.621,30.664,31.372
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.457230,28.643,26.682,1.950,27.926,29.411
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.483542,26.312,26.669,1.528,28.313,29.768
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.509639,26.097,26.714,2.135,27.639,30.386
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.535257,25.618,23.267,1.951,27.663,28.034
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.560707,25.450,26.682,2.128,27.843,29.267
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.586647,25.940,26.726,1.841,27.742,30.052
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.612142,25.495,26.642,2.163,28.005,31.199
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.637859,25.718,23.288,2.199,27.876,28.770
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.663701,25.842,26.681,1.956,28.203,29.609
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.689960,26.259,26.660,1.852,28.365,30.010
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.716020,26.060,26.705,2.205,27.873,30.655
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.741828,25.808,23.279,2.001,27.982,28.126
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.767679,25.851,26.679,2.048,27.732,28.954
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.793248,25.570,26.698,2.081,27.584,30.082
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.818740,25.491,26.666,2.042,28.024,31.258
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.844475,25.736,23.300,2.210,27.677,28.822
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.870188,25.712,26.720,1.877,27.044,29.830
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.895209,25.021,26.642,1.944,28.854,31.451
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.922039,26.830,26.693,1.964,28.798,31.314
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.948648,26.608,26.650,2.109,28.560,31.356
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,12.975067,26.420,23.281,2.069,28.090,28.217
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.001074,26.006,26.667,1.995,27.872,28.878
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.026860,25.786,26.678,2.005,28.401,29.770
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.053123,26.263,26.712,2.064,27.962,30.218
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.078894,25.771,26.652,2.106,28.082,31.099
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.104718,25.824,26.666,2.178,28.657,31.941
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.131158,26.440,26.674,2.146,29.533,32.175
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.158745,27.587,26.624,1.870,29.791,31.212
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.186387,27.642,26.668,2.076,28.801,30.238
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.212960,26.573,26.659,2.137,29.673,30.325
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.240437,27.477,26.685,2.123,27.845,29.532
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.266073,25.636,26.686,2.130,27.847,30.582
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.291825,25.751,26.659,2.010,28.186,31.490
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.317955,26.130,23.288,1.940,28.056,28.648
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.343894,25.939,26.695,2.032,28.018,29.404
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.369768,25.874,26.704,2.063,27.908,30.234
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.395480,25.712,26.645,2.110,27.793,31.166
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.421247,25.766,26.676,1.917,28.782,32.076
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.447883,26.637,26.620,2.067,30.604,32.059
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.475346,27.463,23.323,3.078,27.786,27.920
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.501003,25.657,26.671,2.041,28.056,28.934
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.526954,25.951,26.693,2.034,27.923,29.675
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.552710,25.756,26.699,2.087,28.398,30.619
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.578930,26.220,26.649,2.080,28.567,31.048
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.605511,26.581,26.660,1.905,28.849,31.127
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.632098,26.587,26.677,2.179,28.588,31.218
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.658685,26.587,26.640,1.916,28.739,31.270
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.685387,26.702,26.646,1.965,28.748,31.215
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.712006,26.619,26.696,2.071,28.700,31.292
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.738640,26.634,26.657,1.982,28.022,31.314
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.764668,26.028,23.299,1.875,27.883,28.586
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.790396,25.728,26.684,2.079,27.402,29.541
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.815658,25.262,26.654,2.074,28.900,30.933
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.842342,26.684,26.699,2.137,28.374,30.948
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.868563,26.221,26.664,2.077,28.298,31.392
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.894745,26.182,23.294,2.076,28.281,28.503
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.921091,26.346,26.661,1.864,27.960,28.817
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.947059,25.968,26.712,1.908,26.627,29.562
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.971754,24.695,23.292,1.893,27.047,28.160
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,13.996441,24.687,23.318,2.245,25.845,26.791
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.020519,24.078,23.345,1.697,24.784,26.058
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.043310,22.791,23.342,1.915,24.871,26.608
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.065896,22.586,23.380,2.197,24.225,27.402
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.087988,22.093,23.304,2.060,26.269,28.614
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.112034,24.046,19.972,2.136,24.197,24.540
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.134162,22.128,23.339,2.000,24.131,25.752
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.156172,22.011,23.373,2.042,24.225,27.114
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.178277,22.105,19.960,2.047,23.378,24.969
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.199636,21.358,23.374,1.943,23.880,26.985
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.221406,21.770,19.951,2.033,24.060,25.166
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.243414,22.008,23.358,1.983,23.973,26.516
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.265320,21.906,19.973,2.007,24.300,24.583
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.287485,22.165,23.339,2.060,24.228,25.756
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.309730,22.245,23.345,1.906,25.045,26.856
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.332732,23.001,23.318,1.991,25.088,27.173
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.355870,23.138,23.362,1.921,24.127,27.396
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.378042,22.173,23.334,1.877,25.712,28.558
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.401591,23.549,19.966,2.072,24.092,24.974
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.423478,21.887,23.355,2.137,24.357,26.442
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.445519,22.041,19.996,2.254,24.332,24.397
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.467739,22.219,23.313,2.043,25.347,25.491
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.490974,23.235,23.339,2.007,24.083,25.594
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.512942,21.968,19.985,2.038,23.328,23.611
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.534437,21.495,23.359,1.770,23.605,25.475
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.555800,21.363,19.987,2.175,23.969,24.098
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.577659,21.858,23.347,2.053,23.832,25.587
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.599538,21.879,23.320,1.833,25.676,27.027
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.623098,23.560,23.342,2.042,24.819,26.809
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.645740,22.642,23.349,2.112,25.435,27.517
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.668914,23.174,23.325,2.183,25.508,27.668
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.692354,23.440,23.314,2.022,26.974,27.542
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.717087,24.733,26.707,2.166,26.097,29.517
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.741227,24.140,23.308,1.871,28.444,28.685
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.767519,26.292,29.990,2.076,32.046,32.382
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.797704,30.185,26.651,1.823,27.572,28.848
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.823284,25.580,26.704,1.926,27.492,29.973
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.848734,25.450,26.657,1.955,28.254,31.179
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.875122,26.388,29.993,1.793,32.716,34.784
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.905675,30.552,23.311,2.083,27.063,27.543
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.931146,25.471,26.660,1.512,26.985,28.733
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.956115,24.969,23.336,1.946,26.714,27.099
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,14.981234,25.119,26.668,1.515,27.392,28.648
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.007050,25.816,33.384,1.519,33.039,36.216
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.038058,31.008,23.278,1.963,26.940,28.487
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.062809,24.751,26.694,2.110,27.520,30.430
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.088338,25.528,30.020,1.922,31.839,34.922
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.118150,29.812,23.321,1.959,26.169,28.431
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.142335,24.185,23.300,1.929,25.832,27.546
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.166083,23.748,23.326,2.018,25.814,27.124
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.190299,24.216,30.038,1.544,30.187,32.946
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.218582,28.283,23.304,1.830,25.869,27.967
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.242231,23.649,23.351,2.190,25.382,27.669
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.265694,23.463,23.313,1.869,26.623,27.518
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.290295,24.601,29.999,1.966,31.165,32.916
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.319446,29.151,23.323,1.941,27.016,27.089
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.344531,25.085,26.674,1.872,27.413,28.677
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.370265,25.735,26.662,1.622,29.473,29.604
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.397547,27.282,33.345,2.121,33.950,35.667
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.429889,32.342,26.651,1.550,29.544,29.976
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.457237,27.348,30.048,2.101,29.700,32.677
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.484891,27.654,26.637,1.974,29.829,31.659
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.512531,27.640,26.684,2.128,28.233,30.703
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.538566,26.034,26.661,2.113,28.330,31.330
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.564710,26.144,29.981,2.110,33.364,35.167
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.595809,31.099,26.664,2.219,29.064,30.733
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.622569,26.761,29.982,2.257,32.764,33.954
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.653347,30.778,26.668,1.918,28.855,29.845
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.680177,26.829,26.679,1.954,28.223,29.694
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.706285,26.108,26.689,2.047,28.260,30.274
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.732584,26.299,26.658,1.908,28.995,30.633
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.759613,27.028,29.989,1.918,32.068,33.593
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.789760,30.147,26.690,1.867,27.777,30.136
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.815286,25.526,26.670,2.182,28.485,31.280
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.841751,26.465,26.669,1.943,28.593,31.484
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.868164,26.413,26.675,2.107,28.503,31.746
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.894512,26.348,29.988,2.081,32.166,35.386
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.924495,29.983,26.654,2.103,29.169,32.058
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.951474,26.979,33.291,2.120,37.634,38.370
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,15.987392,35.918,30.002,1.657,31.445,32.453
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,16.016862,29.471,26.669,1.937,27.721,29.652
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,16.042508,25.646,26.678,2.021,28.555,30.683
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,16.069145,26.637,33.338,1.839,37.284,37.385
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,16.104853,35.708,26.654,1.516,28.284,28.330
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,16.131207,26.354,36.662,1.877,37.874,38.639
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,16.167503,36.297,26.663,1.519,27.939,29.005
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,16.193580,26.076,26.686,1.786,27.368,29.615
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,16.218763,25.183,23.315,2.106,27.302,27.747
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,16.243949,25.186,26.673,2.043,27.355,29.234
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,16.269211,25.262,26.680,2.022,28.279,30.653
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,16.295488,26.277,36.697,1.917,38.266,41.073
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,16.332041,36.554,23.286,1.632,27.676,27.805
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,16.357889,25.847,30.035,1.756,28.904,31.994
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,16.384866,26.977,36.670,1.945,38.439,41.686
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,16.421195,36.329,23.291,2.053,28.406,28.648
DevilMayCry5.exe,11224,0x000002C4F9365730,DXGI,1,0,0,Hardware Composed: Independent Flip,0,16.447468,26.273,26.669,2.059,27.929,29.045
