Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,WasBatched,DwmNotified,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsUntilRenderComplete,MsUntilDisplayed,MsEstimatedDriverLag,Width,Height,Motherboard,OS,Processor,System RAM,Base Driver Version,Driver Package,GPU #,GPU,GPU Core Clock (MHz),GPU Memory Clock (MHz),GPU Memory (MB)
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.029680,12.512,16.643,9.558,28.999,76.132,36.155,0,0,"ASUSTeK COMPUTER INC. ROG MAXIMUS XI CODE","Windows 10 Pro 1903 (OS Build 18362.1.amd64fre.19h1_release.190318-1202)","Intel(R) Core(TM) i9-9900K CPU @ 3.60GHz",32 GB DDR4 3600 MT/s,20.5.1,20.10.17.01-200525a-355166E-RadeonSoftwareAdrenalin2020,1,AMD Radeon RX 5700 XT,0,-,8176
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.047208,17.528,16.689,8.720,28.061,75.293,36.031,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.065244,18.036,16.655,7.355,26.674,73.912,35.990,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.080690,15.446,16.624,8.572,28.000,75.089,36.091,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.096465,15.775,16.719,9.440,28.778,76.034,35.981,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.117382,20.918,16.636,5.206,24.572,71.752,36.050,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.129760,12.378,16.650,9.485,28.879,76.024,36.052,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.147338,17.578,16.697,8.530,27.982,75.143,36.075,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.165132,17.794,16.637,7.462,26.726,73.986,35.990,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.180551,15.419,16.686,8.676,28.166,75.252,36.123,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.196331,15.780,16.694,9.543,28.913,76.166,36.016,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.217511,21.180,16.620,5.064,24.312,71.607,35.950,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.229352,11.841,16.654,9.830,29.310,76.419,36.087,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.247194,17.842,16.658,8.703,28.040,75.236,36.053,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.266397,19.203,16.656,6.195,25.564,72.688,36.063,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.362349,95.952,50.050,0.096,4.153,26.787,93.909,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.369730,7.381,16.681,0.101,4.212,36.087,11.497,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.380848,11.118,16.689,0.107,4.611,41.658,15.629,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.388046,7.198,16.661,0.093,4.127,51.121,11.218,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.398705,10.659,16.645,0.099,9.781,57.108,20.347,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.414795,16.090,16.687,0.123,10.664,57.705,26.655,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.422729,7.934,16.665,0.124,19.432,66.436,27.243,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.429927,7.199,16.597,9.338,28.680,75.834,35.755,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.451668,21.741,16.723,4.238,23.562,70.816,35.965,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.463978,12.310,16.661,8.617,28.079,75.167,36.151,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.479570,15.592,16.668,9.689,28.970,76.243,35.945,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.500516,20.945,16.684,5.335,24.696,71.982,35.953,0,0
bfv.exe,11364,0x000000005683E170,DXGI,1,0,0,Composed: Flip,0,1,0,0.513226,12.710,16.636,9.386,28.755,75.907,36.131,0,0
